BQMall_832x480_60_qp22_60fr_vtm_out,40.1426,43.556,44.8282,41.0346,4223.944,8741.897
BQMall_832x480_60_qp27_60fr_vtm_out,37.5577,41.8534,42.6253,38.5472,1980.76,6291.881
BQMall_832x480_60_qp32_60fr_vtm_out,34.8635,40.3457,40.8138,35.9893,1046.184,4492.272
BQMall_832x480_60_qp37_60fr_vtm_out,32.0262,39.0047,39.2846,33.3038,553.056,3134.391
BQSquare_416x240_60_qp22_60fr_vtm_out,39.534,44.5029,45.6639,40.5935,1397.544,2374.247
BQSquare_416x240_60_qp27_60fr_vtm_out,36.2081,42.2183,43.5194,37.4143,628.656,1441.291
BQSquare_416x240_60_qp32_60fr_vtm_out,33.1446,40.577,41.7554,34.5,328.104,871.084
BQSquare_416x240_60_qp37_60fr_vtm_out,30.4249,39.2875,40.2627,31.8789,188.384,724.783
BQTerrace_1920x1080_60_qp22_60fr_vtm_out,38.347,42.6932,44.9156,39.189,37144.32,55848.945
BQTerrace_1920x1080_60_qp27_60fr_vtm_out,35.6309,41.5441,43.7598,36.884,7597.968,26520.149
BQTerrace_1920x1080_60_qp32_60fr_vtm_out,34.1176,40.38,42.6147,35.46,2947.024,13686.561
BQTerrace_1920x1080_60_qp37_60fr_vtm_out,32.342,39.1411,41.4458,33.7434,1412.64,8787.241
BasketballDrill_832x480_50_qp22_60fr_vtm_out,41.7833,43.7348,44.4738,42.332,3057.2667,10268.505
BasketballDrill_832x480_50_qp27_60fr_vtm_out,38.681,41.713,42.0861,39.425,1424.2933,7114.669
BasketballDrill_832x480_50_qp32_60fr_vtm_out,35.8558,40.1041,40.2512,36.8046,724.9733,4956.863
BasketballDrill_832x480_50_qp37_60fr_vtm_out,33.2243,38.5936,38.5355,34.3255,373.1,3166.385
BasketballDrive_1920x1024_50_qp22_60fr_vtm_out,39.8532,44.708,46.0587,40.9306,12963.2067,70052.482
BasketballDrive_1920x1024_50_qp27_60fr_vtm_out,38.4516,43.7354,44.4035,39.5838,4164.3267,38581.822
BasketballDrive_1920x1024_50_qp32_60fr_vtm_out,36.9146,42.7502,42.9023,38.0572,2027.6267,26186.671
BasketballDrive_1920x1024_50_qp37_60fr_vtm_out,35.0288,41.7809,41.3894,36.2104,1048.08,16689.599
BasketballDrive_1920x1080_50_qp22_60fr_vtm_out,39.8962,44.7029,46.1467,40.9746,13303.7,64134.294
BasketballDrive_1920x1080_50_qp27_60fr_vtm_out,38.5268,43.7507,44.5056,39.6576,4269.8867,47467.542
BasketballDrive_1920x1080_50_qp32_60fr_vtm_out,37.0154,42.7878,43.0118,38.1568,2083.6,26848.644
BasketballDrive_1920x1080_50_qp37_60fr_vtm_out,35.1542,41.8119,41.5196,36.3322,1078.7733,16787.45
BasketballPass_416x240_50_qp22_60fr_vtm_out,42.8004,45.6511,45.4497,43.4752,728.92,2135.557
BasketballPass_416x240_50_qp27_60fr_vtm_out,39.1443,43.284,42.7345,40.0209,371.8467,1599.456
BasketballPass_416x240_50_qp32_60fr_vtm_out,35.7891,41.3818,40.5955,36.8768,190.7733,1098.656
BasketballPass_416x240_50_qp37_60fr_vtm_out,32.8368,39.5784,38.8342,34.0752,98.2133,798.067
BlowingBubbles_416x240_50_qp22_60fr_vtm_out,38.8031,41.4825,43.1917,39.5396,1619.8733,3916.251
BlowingBubbles_416x240_50_qp27_60fr_vtm_out,35.7895,39.2442,40.7582,36.6754,786.6867,3009.026
